,iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million,new_column
64170,GRD,North America,Grenada,29-03-21,155.0,0.0,0.143,1.0,0.0,0.0,1371.499,0.0,1.264,8.848,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,10084.0,10084.0,,,,76.0,8.92,8.92,,,672.0,76.0,0.067,,113015.0,317.132,29.4,7.304,5.021,13593.877,,243.964,10.71,,,,3.7,72.4,0.779,,,,,North AmericaGrenada
155007,TWN,Asia,Taiwan,07-05-20,440.0,1.0,1.571,6.0,0.0,0.0,18.445,0.042,0.066,0.252,0.0,0.0,0.33,,,,,,,,,66460.0,417.0,2.786,0.017,446.0,0.019,0.0035,283.9,people tested,,,,,,,,,,,,,,31.48,23855008.0,,42.2,,8.353,,,103.957,,,,,,80.46,,,,,,AsiaTaiwan
33250,CHN,Asia,China,14-02-21,97692.0,25.0,21.286,4636.0,0.0,0.0,67.644,0.017,0.015,3.21,0.0,0.0,0.58,,,,,,,,,,,,,,,,,,,,,,,894937.0,,,,,620.0,,,78.24,1444216102.0,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,AsiaChina
172603,VNM,Asia,Vietnam,30-10-20,1177.0,0.0,4.143,35.0,0.0,0.0,11.99,0.0,0.042,0.357,0.0,0.0,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.33,98168829.0,308.127,32.6,7.15,4.718,6171.884,2.0,245.465,6.0,1.0,45.9,85.847,2.6,75.4,0.704,,,,,AsiaVietnam
150947,LKA,Asia,Sri Lanka,27-11-21,561778.0,719.0,835.571,14278.0,20.0,24.286,26132.484,33.446,38.869,664.176,0.93,1.13,1.0,,,,,,,,,6320330.0,12667.0,294.006,0.589,10297.0,0.479,0.0811,12.3,tests performed,,,,,,8474.0,,,,,394.0,3206.0,0.015,58.33,21497306.0,341.955,34.1,10.069,5.331,11669.077,0.7,197.093,10.68,0.3,27.0,,3.6,76.98,0.782,,,,,AsiaSri Lanka
6455,ARG,South America,Argentina,19-12-20,1537169.0,5795.0,6081.0,41763.0,91.0,156.429,33705.542,127.067,133.338,915.738,1.995,3.43,1.05,3452.0,75.692,,,,,,,4720507.0,29641.0,103.507,0.65,30363.0,0.666,0.177,5.6,tests performed,,,,,,,,,,,,,,79.17,45605823.0,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,,,,,South AmericaArgentina
68142,GUY,South America,Guyana,09-08-20,568.0,14.0,13.429,22.0,0.0,0.143,718.688,17.714,16.991,27.837,0.0,0.181,1.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.93,790329.0,3.952,26.3,5.305,2.837,7435.047,,373.159,11.62,,,77.159,1.6,69.91,0.682,,,,,South AmericaGuyana
2230,ALB,Europe,Albania,31-12-21,210224.0,1325.0,429.0,3217.0,5.0,4.286,73173.975,461.201,149.325,1119.761,1.74,1.492,1.55,,,,,,,,,1423366.0,4485.0,495.44,1.561,3864.0,1.345,0.111,9.0,tests performed,,,,,,5901.0,,,,,2054.0,2002.0,0.07,46.3,2872934.0,104.871,38.0,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89,78.57,0.795,14655.0,33.67,36.79,5101.056968,EuropeAlbania
89360,LBN,Asia,Lebanon,06-12-21,679625.0,824.0,1574.286,8785.0,10.0,9.857,100400.331,121.729,232.568,1297.799,1.477,1.456,1.15,,,,,,,,,,,,,,,,,,3678530.0,1960822.0,1717708.0,,18320.0,13051.0,54.34,28.97,25.38,,1928.0,7645.0,0.113,31.48,6769151.0,594.561,31.1,8.514,5.43,13367.565,,266.591,12.71,26.9,40.7,,2.9,78.93,0.744,,,,,AsiaLebanon
42802,DNK,Europe,Denmark,06-07-21,296196.0,542.0,408.429,2538.0,1.0,0.571,50951.421,93.234,70.258,436.585,0.172,0.098,1.38,8.0,1.376,43.0,7.397,,,50.0,8.601,36695102.0,91661.0,6312.265,15.767,98630.0,16.966,0.0041,241.5,tests performed,5576545.0,3458121.0,2164016.0,268.0,82518.0,64438.0,95.93,59.49,37.23,0.0,11085.0,25915.0,0.446,47.22,5813302.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,,,,,EuropeDenmark
118988,OWID_CYN,Asia,Northern Cyprus,21-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4485.0,,,,,11734.0,1590.0,0.416,,,,,,,,,,,,,,,,,,,,,AsiaNorthern Cyprus
91652,LBY,Africa,Libya,02-03-22,495972.0,857.0,861.714,6276.0,7.0,7.714,71275.317,123.158,123.836,901.914,1.006,1.109,0.52,,,,,,,,,,3370.0,,0.484,,,,,samples tested,3337591.0,2164967.0,1096310.0,76314.0,,6410.0,47.96,31.11,15.75,1.1,921.0,3158.0,0.045,50.0,6958538.0,3.623,29.0,4.424,2.816,17881.509,,341.862,10.43,,,,3.7,72.91,0.724,,,,,AfricaLibya
116275,NGA,Africa,Nigeria,23-07-20,38948.0,604.0,584.857,833.0,20.0,9.143,184.238,2.857,2.767,3.94,0.095,0.043,0.96,,,,,,,,,251893.0,4068.0,1.192,0.019,7114.0,0.034,0.0822,12.2,tests performed,,,,,,,,,,,,,,71.76,211400704.0,209.588,18.1,2.751,1.447,5338.454,,181.013,2.42,0.6,10.8,41.949,,54.69,0.539,,,,,AfricaNigeria
19295,BOL,South America,Bolivia,31-05-20,9982.0,390.0,531.286,313.0,3.0,9.0,843.578,32.959,44.899,26.452,0.254,0.761,1.32,,,,,,,,,29060.0,815.0,2.456,0.069,1037.0,0.088,0.5123,2.0,tests performed,,,,,,,,,,,,,,93.52,11832936.0,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,0.718,-570.8,-2.64,-2.93,-48.23823944,South AmericaBolivia
102453,MUS,Africa,Mauritius,04-06-20,335.0,0.0,0.143,10.0,0.0,0.0,263.069,0.0,0.112,7.853,0.0,0.0,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.44,1273428.0,622.962,37.4,10.945,5.884,20292.745,0.5,224.644,22.02,3.2,40.7,,3.4,74.99,0.804,,,,,AfricaMauritius
60546,DEU,Europe,Germany,06-09-21,4010390.0,4749.0,10469.143,92354.0,8.0,30.571,47799.374,56.603,124.781,1100.757,0.095,0.364,1.13,1322.0,15.757,,,705.0,8.403,3265.0,38.915,,,,,137234.0,1.636,,,tests performed,103427711.0,55059129.0,51219747.0,91639.0,155532.0,196488.0,123.27,65.62,61.05,0.11,2342.0,85757.0,0.102,60.19,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,,EuropeGermany
58706,GMB,Africa,Gambia,10-12-20,3777.0,1.0,1.429,123.0,0.0,0.0,1518.736,0.402,0.574,49.458,0.0,0.0,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.67,2486937.0,207.566,17.5,2.339,1.417,1561.767,10.1,331.43,1.91,0.7,31.2,7.876,1.1,62.05,0.496,,,,,AfricaGambia
11294,AZE,Asia,Azerbaijan,17-05-21,330269.0,426.0,454.571,4792.0,13.0,13.429,32305.379,41.669,44.464,468.731,1.272,1.314,0.66,,,,,,,,,,,,,7541.0,0.738,0.0603,16.6,tests performed,,,,,,18184.0,,,,,1779.0,4443.0,0.043,78.7,10223344.0,119.309,32.4,6.018,3.871,15847.419,,559.812,7.11,0.3,42.5,83.241,4.7,73.0,0.756,,,,,AsiaAzerbaijan
167422,VIR,North America,United States Virgin Islands,15-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.058,,,tests performed,,,,,,,,,,,,,,60.19,104218.0,306.48,42.2,18.601,10.799,,,273.67,12.26,,,,,80.58,,,,,,North AmericaUnited States Virgin Islands
103037,MUS,Africa,Mauritius,09-01-22,69110.0,89.0,71.143,786.0,0.0,0.0,54270.834,69.89,55.867,617.232,0.0,0.0,0.8,,,,,,,,,,,,,,,,,,,,,,,6463.0,,,,,5075.0,934.0,0.073,45.37,1273428.0,622.962,37.4,10.945,5.884,20292.745,0.5,224.644,22.02,3.2,40.7,,3.4,74.99,0.804,,,,,AfricaMauritius
89835,LSO,Africa,Lesotho,02-05-21,10733.0,2.0,0.714,318.0,2.0,0.286,4971.129,0.926,0.331,147.286,0.926,0.132,0.71,,,,,,,,,,,,,,,,,,,,,,,666.0,,,,,308.0,666.0,0.031,57.41,2159067.0,73.562,22.2,4.506,2.647,2851.153,59.6,405.126,3.94,0.4,53.9,2.117,,54.33,0.527,,,,,AfricaLesotho
15304,BLR,Europe,Belarus,13-12-21,675734.0,1011.0,1515.571,5286.0,10.0,15.714,71560.258,107.065,160.499,559.788,1.059,1.664,0.92,,,,,,,,,10685725.0,,1131.619,,22473.0,2.38,0.0674,14.8,tests performed,,,,,,76106.0,,,,,8060.0,36794.0,0.39,19.44,9442867.0,46.858,40.3,14.799,9.788,17167.967,,443.129,5.18,10.5,46.1,,11.0,74.79,0.823,,,,,EuropeBelarus
97930,MYS,Asia,Malaysia,06-04-20,3793.0,131.0,166.714,64.0,2.0,3.0,115.724,3.997,5.086,1.953,0.061,0.092,1.03,84.0,2.563,1682.0,51.318,,,989.0,30.174,130511.0,5685.0,3.982,0.173,7413.0,0.226,0.0225,44.5,people tested,,,,,,,,,,,,,,78.7,32776195.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,,,,,AsiaMalaysia
164537,UKR,Europe,Ukraine,30-05-21,2259743.0,1839.0,2835.143,52504.0,90.0,164.429,51987.767,42.308,65.225,1207.91,2.071,3.783,0.7,,,,,,,,,10171955.0,15199.0,234.017,0.35,22597.0,0.52,0.1255,8.0,tests performed,1147581.0,1021804.0,126001.0,,6168.0,13349.0,2.64,2.35,0.29,,307.0,6207.0,0.014,43.52,43466822.0,77.39,41.4,16.462,11.133,7894.393,0.1,539.849,7.11,13.5,47.4,,8.8,72.06,0.779,,,,,EuropeUkraine
171109,VAT,Europe,Vatican,01-01-21,27.0,0.0,0.0,,,,33251.232,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,812.0,,,,,,,,,,,,,75.12,,,,,,EuropeVatican
20715,BIH,Europe,Bosnia and Herzegovina,16-03-20,25.0,1.0,3.143,,,,7.661,0.306,0.963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.72,3263459.0,68.496,42.5,16.569,10.711,11713.895,0.2,329.635,10.08,30.2,47.7,97.164,3.5,77.4,0.78,,,,,EuropeBosnia and Herzegovina
120481,OWID_OCE,,Oceania,10-03-20,112.0,16.0,10.286,3.0,0.0,0.286,2.591,0.37,0.238,0.069,0.0,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43219954.0,,,,,,,,,,,,,,,,,,,
103536,MEX,North America,Mexico,16-02-21,2004575.0,8683.0,8260.571,175986.0,1329.0,1079.143,15388.767,66.658,63.415,1351.013,10.202,8.284,0.87,,,,,,,,,4968551.0,28296.0,38.143,0.217,24391.0,0.187,0.27,3.7,people tested,915383.0,829185.0,86198.0,,165701.0,27731.0,0.7,0.64,0.07,,213.0,27133.0,0.021,64.35,130262220.0,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,,,,,North AmericaMexico
120474,OWID_OCE,,Oceania,03-03-20,40.0,9.0,3.571,1.0,0.0,0.143,0.925,0.208,0.083,0.023,0.0,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43219954.0,,,,,,,,,,,,,,,,,,,
106046,MNG,Asia,Mongolia,18-07-20,287.0,25.0,8.571,,,,86.205,7.509,2.575,,,,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.19,3329282.0,1.98,28.6,4.031,2.421,11840.846,0.5,460.043,4.82,5.5,46.5,71.18,7.0,69.87,0.737,,,,,AsiaMongolia
3804,AND,Europe,Andorra,07-02-22,36808.0,209.0,121.429,147.0,0.0,0.286,475838.354,2701.864,1569.778,1900.354,0.0,3.694,0.67,,,,,,,,,,,,,183.0,2.366,0.6635,1.5,tests performed,,,,,,118.0,,,,,1525.0,5.0,0.006,35.19,77354.0,163.755,,,,,,109.135,7.97,29.0,37.8,,,83.73,0.868,,,,,EuropeAndorra
69551,OWID_HIC,,High income,19-03-20,136319.0,24525.0,13667.143,5334.0,924.0,576.571,112.203,20.186,11.249,4.39,0.761,0.475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1214930230.0,,,,,,,,,,,,,,,,,,,
175358,ZMB,Africa,Zambia,01-09-20,12381.0,284.0,156.571,290.0,2.0,1.143,654.364,15.01,8.275,15.327,0.106,0.06,0.82,,,,,,,,,117761.0,2191.0,6.224,0.116,1257.0,0.066,0.1246,8.0,tests performed,,,,,,,,,,,,,,50.93,18920657.0,22.995,17.7,2.48,1.542,3689.251,57.5,234.499,3.94,3.1,24.7,13.938,2.0,63.89,0.584,,,,,AfricaZambia
97889,MYS,Asia,Malaysia,25-02-20,22.0,0.0,0.0,,,,0.671,0.0,0.0,,,,,,,,,,,,,3100.0,117.0,0.095,0.004,84.0,0.003,0.0,,people tested,,,,,,,,,,,,,,19.44,32776195.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,,,,,AsiaMalaysia
50749,ETH,Africa,Ethiopia,25-05-20,655.0,73.0,43.286,5.0,0.0,0.0,5.557,0.619,0.367,0.042,0.0,0.0,2.17,,,,,,,,,83854.0,2844.0,0.711,0.024,3546.0,0.03,0.0122,81.9,tests performed,,,,,,,,,,,,,,80.56,117876226.0,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.485,,,,,AfricaEthiopia
119561,MNP,Oceania,Northern Mariana Islands,23-08-21,,,,,,,,,,,,,,,,,,,,,,54243.0,40.0,936.678,0.691,41.0,0.708,0.034,29.4,tests performed,,,,,,,,,,,,,,,57910.0,119.878,,,,,,194.994,,,,,,76.74,,,,,,OceaniaNorthern Mariana Islands
21740,BWA,Africa,Botswana,29-12-20,14025.0,0.0,57.571,40.0,0.0,0.286,5850.478,0.0,24.016,16.686,0.0,0.119,1.36,,,,,,,,,,,,,2756.0,1.15,0.0209,47.9,tests performed,,,,,,,,,,,,,,56.48,2397240.0,4.044,25.8,3.941,2.242,15807.374,,237.372,4.81,5.7,34.4,,1.8,69.59,0.735,,,,,AfricaBotswana
170514,VUT,Oceania,Vanuatu,16-06-21,4.0,0.0,0.0,1.0,0.0,0.0,12.72,0.0,0.0,3.18,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,579.0,,,,,1841.0,579.0,0.184,22.22,314464.0,22.662,23.1,4.394,2.62,2921.909,13.2,546.3,12.02,2.8,34.5,25.209,,70.47,0.609,,,,,OceaniaVanuatu
105227,MCO,Europe,Monaco,17-05-20,96.0,0.0,0.0,4.0,0.0,0.0,2429.15,0.0,0.0,101.215,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.3,39520.0,19347.5,,,,,,,5.46,,,,13.8,86.75,,,,,,EuropeMonaco
31226,CAF,Africa,Central African Republic,13-12-21,11961.0,49.0,31.286,101.0,0.0,0.0,2431.104,9.959,6.359,20.529,0.0,0.0,0.22,,,,,,,,,,,,,,,,,,,,,,,3596.0,,,,,731.0,3314.0,0.067,24.07,4919987.0,7.479,18.3,3.655,2.251,661.24,,435.727,6.1,,,16.603,1.0,53.28,0.397,,,,,AfricaCentral African Republic
150634,LKA,Asia,Sri Lanka,18-01-21,53750.0,688.0,685.857,270.0,6.0,4.286,2500.313,32.004,31.904,12.56,0.279,0.199,1.11,,,,,,,,,1504187.0,14294.0,69.971,0.665,14602.0,0.679,0.047,21.3,tests performed,,,,,,,,,,,,,,81.94,21497306.0,341.955,34.1,10.069,5.331,11669.077,0.7,197.093,10.68,0.3,27.0,,3.6,76.98,0.782,,,,,AsiaSri Lanka
112907,NLD,Europe,Netherlands,07-09-21,1965473.0,2820.0,2553.143,18105.0,8.0,6.286,114450.722,164.21,148.671,1054.265,0.466,0.366,0.96,215.0,12.52,463.0,26.961,85.0,4.95,426.0,24.806,16336114.0,27983.0,951.262,1.629,23586.0,1.373,0.1,10.0,tests performed,,,,,,25099.0,,,,,1462.0,7211.0,0.042,41.67,17173094.0,508.544,43.2,18.779,11.881,48472.545,,109.361,5.29,24.4,27.3,,3.32,82.28,0.944,,,,,EuropeNetherlands
52754,OWID_EUN,,European Union,26-06-21,33008359.0,7794.0,11889.0,737784.0,432.0,341.0,73812.843,17.429,26.586,1649.823,0.966,0.763,,,,,,,,,,,,,,,,,,,354902118.0,222652143.0,140952067.0,91213.0,2801040.0,3850223.0,79.36,49.79,31.52,0.02,8610.0,1623265.0,0.363,,447189915.0,,,,,,,,,,,,,,,,,,,
101359,MHL,Oceania,Marshall Islands,17-07-21,4.0,0.0,0.0,,,,67.094,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59618.0,295.15,,,,3819.202,,557.793,30.53,,,82.502,2.7,73.7,0.704,,,,,OceaniaMarshall Islands
175654,ZMB,Africa,Zambia,24-06-21,140620.0,3594.0,2625.143,1855.0,61.0,47.143,7432.089,189.951,138.745,98.041,3.224,2.492,1.21,,,,,,,,,1814441.0,12880.0,95.897,0.681,10808.0,0.571,0.2429,4.1,tests performed,149002.0,142089.0,6913.0,,,78.0,0.79,0.75,0.04,,4.0,0.0,0.0,49.07,18920657.0,22.995,17.7,2.48,1.542,3689.251,57.5,234.499,3.94,3.1,24.7,13.938,2.0,63.89,0.584,,,,,AfricaZambia
53648,FRO,Europe,Faeroe Islands,04-11-21,2484.0,111.0,79.143,5.0,1.0,0.429,50639.105,2262.859,1613.415,101.931,20.386,8.737,,,,,,,,,,,,,,,,,,,,,,,,134.0,,,,,2732.0,89.0,0.181,38.89,49053.0,35.308,,,,,,,,,,,,80.67,,,,,,EuropeFaeroe Islands
35559,COG,Africa,Congo,15-05-21,11343.0,0.0,28.0,148.0,0.0,0.0,2005.12,0.0,4.95,26.162,0.0,0.0,0.5,,,,,,,,,,,,,,,,,,,,,,,495.0,,,,,88.0,495.0,0.009,55.56,5657017.0,15.405,19.0,3.402,2.063,4881.406,37.0,344.094,7.2,1.7,52.3,47.964,,64.57,0.574,,,,,AfricaCongo
89,AFG,Asia,Afghanistan,23-05-20,9952.0,736.0,507.143,215.0,10.0,6.714,249.828,18.476,12.731,5.397,0.251,0.169,1.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,,AsiaAfghanistan
29651,CPV,Africa,Cape Verde,05-10-21,37718.0,60.0,31.0,345.0,3.0,1.286,67125.704,106.78,55.17,613.987,5.339,2.288,0.85,,,,,,,,,,,,,,,,,tests performed,,,,,,3618.0,,,,,6439.0,97.0,0.017,54.63,561901.0,135.58,25.7,4.46,3.437,6222.554,,182.219,2.42,2.1,16.5,,2.1,72.98,0.665,,,,,AfricaCape Verde
143457,SXM,North America,Sint Maarten (Dutch part),13-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,767.0,,,,,17664.0,17.0,0.039,,43421.0,1209.088,,,,36327.232,,,,,,,,78.95,,,,,,North AmericaSint Maarten (Dutch part)
175782,ZMB,Africa,Zambia,30-10-21,209722.0,20.0,13.286,3661.0,1.0,0.286,11084.287,1.057,0.702,193.492,0.053,0.015,0.96,,,,,,,,,,,,,3897.0,0.206,0.0034,293.3,tests performed,,,,,,5678.0,,,,,300.0,7624.0,0.04,37.96,18920657.0,22.995,17.7,2.48,1.542,3689.251,57.5,234.499,3.94,3.1,24.7,13.938,2.0,63.89,0.584,,,,,AfricaZambia
61788,GIB,Europe,Gibraltar,06-12-20,1053.0,5.0,5.571,5.0,0.0,0.0,31254.638,148.408,165.368,148.408,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33691.0,3457.1,,,,,,,,,,,,79.93,,,,,,EuropeGibraltar
20928,BIH,Europe,Bosnia and Herzegovina,15-10-20,32224.0,569.0,385.143,972.0,14.0,8.429,9874.186,174.355,118.017,297.843,4.29,2.583,1.38,,,,,,,,,269614.0,2326.0,82.616,0.713,2010.0,0.616,0.1916,5.2,tests performed,,,,,,,,,,,,,,40.74,3263459.0,68.496,42.5,16.569,10.711,11713.895,0.2,329.635,10.08,30.2,47.7,97.164,3.5,77.4,0.78,,,,,EuropeBosnia and Herzegovina
50363,SWZ,Africa,Eswatini,28-05-21,18587.0,5.0,5.857,672.0,0.0,0.0,15854.223,4.265,4.996,573.198,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,221.0,,,,,189.0,24.0,0.002,47.22,1172369.0,79.492,21.5,3.163,1.845,7738.975,,333.436,3.94,1.7,16.5,24.097,2.1,60.19,0.611,,,,,AfricaEswatini
97344,MWI,Africa,Malawi,09-11-20,5953.0,2.0,2.857,185.0,1.0,0.143,302.987,0.102,0.145,9.416,0.051,0.007,0.78,,,,,,,,,66516.0,,3.385,,496.0,0.025,0.0058,173.6,tests performed,,,,,,,,,,,,,,50.93,19647681.0,197.519,18.1,2.979,1.783,1095.042,71.4,227.349,3.94,4.4,24.7,8.704,1.3,64.26,0.483,,,,,AfricaMalawi
158258,TLS,Asia,Timor,20-12-20,31.0,0.0,0.0,,,,23.068,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.78,1343875.0,87.176,18.0,3.556,1.897,6570.102,30.3,335.346,6.86,6.3,78.1,28.178,5.9,69.5,0.606,,,,,AsiaTimor
33982,COL,South America,Colombia,16-01-21,1891034.0,20855.0,17095.857,48256.0,388.0,353.143,36886.823,406.801,333.475,941.29,7.568,6.888,1.15,,,,,,,,,9044950.0,70645.0,176.432,1.378,64382.0,1.256,0.283,3.5,tests performed,,,,,,,,,,,,,,81.02,51265841.0,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,,,,,South AmericaColombia
46446,EGY,Africa,Egypt,23-01-21,161143.0,680.0,805.143,8902.0,49.0,53.571,1545.613,6.522,7.723,85.384,0.47,0.514,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.63,104258327.0,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.827,1.6,71.99,0.707,,,,,AfricaEgypt
78336,IMN,Europe,Isle of Man,23-12-20,374.0,0.0,0.143,25.0,0.0,0.0,4378.878,0.0,1.673,292.706,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85410.0,147.872,,,,,,,,,,,,81.4,,,,,,EuropeIsle of Man
126968,PHL,Asia,Philippines,20-07-20,68898.0,1442.0,1698.857,1835.0,4.0,33.714,620.44,12.986,15.299,16.525,0.036,0.304,1.15,,,,,,,,,1122099.0,21774.0,10.105,0.196,23835.0,0.215,0.0713,14.0,people tested,,,,,,,,,,,,,,80.56,111046910.0,351.873,25.2,4.803,2.661,7599.188,,370.437,7.07,7.8,40.8,78.463,1.0,71.23,0.718,,,,,AsiaPhilippines
66484,GGY,Europe,Guernsey,12-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.0,,,,,3282.0,,,,63385.0,,,,,,,,,,,,,,,,,,,EuropeGuernsey
156802,TZA,Africa,Tanzania,11-04-21,509.0,0.0,0.0,21.0,0.0,0.0,8.277,0.0,0.0,0.341,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.33,61498438.0,64.699,17.7,3.108,1.874,2683.304,49.1,217.288,5.75,3.3,26.7,47.953,0.7,65.46,0.529,,,,,AfricaTanzania
2189,ALB,Europe,Albania,20-11-21,195988.0,465.0,484.0,3035.0,6.0,7.0,68218.762,161.855,168.469,1056.411,2.088,2.437,0.92,,,,,,,,,1326151.0,3660.0,461.602,1.274,3020.0,1.051,0.1603,6.2,tests performed,,,,,,7334.0,,,,,2553.0,1794.0,0.062,45.37,2872934.0,104.871,38.0,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89,78.57,0.795,,,,,EuropeAlbania
168560,OWID_UMC,,Upper middle income,19-08-21,66973737.0,238603.0,213143.286,1840421.0,4619.0,4278.429,26643.777,94.922,84.794,732.164,1.838,1.702,,,,,,,,,,,,,,,,,,,2604257345.0,1062432820.0,1030651055.0,8543228.0,20110579.0,19019510.0,103.6,42.27,41.0,0.34,7566.0,9486530.0,0.377,,2513672790.0,,,,,,,,,,,,,,,,,,,
90826,LBR,Africa,Liberia,29-12-21,6278.0,50.0,49.857,287.0,0.0,0.0,1211.92,9.652,9.625,55.403,0.0,0.0,0.47,,,,,,,,,,,,,,,,,,,,,,,2522.0,,,,,487.0,10180.0,0.197,48.15,5180208.0,49.127,19.2,3.057,1.756,752.788,38.6,272.509,2.42,1.5,18.1,1.188,0.8,64.1,0.48,,,,,AfricaLiberia
45259,DOM,North America,Dominican Republic,19-01-22,517611.0,7153.0,5872.429,4274.0,5.0,2.143,47254.383,653.021,536.113,390.187,0.456,0.196,1.08,,,,,,,,,,,,,8026.0,0.733,0.7317,1.4,samples tested,,,,,,22008.0,,,,,2009.0,2155.0,0.02,37.96,10953714.0,222.873,27.6,6.981,4.419,14600.861,1.6,266.653,8.2,8.5,19.1,55.182,1.6,74.08,0.756,,,,,North AmericaDominican Republic
81422,JPN,Asia,Japan,06-11-20,106103.0,1143.0,808.143,1812.0,4.0,8.0,841.748,9.068,6.411,14.375,0.032,0.063,1.37,,,,,,,,,2553994.0,28237.0,20.262,0.224,18033.0,0.143,0.0448,22.3,people tested,,,,,,,,,,,,,,35.19,126050796.0,347.778,48.2,27.049,18.493,39002.223,,79.37,5.72,11.2,33.7,,13.05,84.63,0.919,,,,,AsiaJapan
