,iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million,new_column
102075,MRT,Africa,Mauritania,10-06-21,19959.0,36.0,37.714,472.0,2.0,1.143,4179.799,7.539,7.898,98.846,0.419,0.239,0.9,,,,,,,,,,,,,1786.0,0.374,0.0211,47.4,tests performed,44628.0,37726.0,6902.0,,,706.0,0.93,0.79,0.14,,148.0,716.0,0.015,39.81,4775110.0,4.289,20.3,3.138,1.792,3597.633,6.0,232.347,2.42,,,15.95,,64.92,0.546,,,,,AfricaMauritania
142510,SGP,Asia,Singapore,10-05-20,23336.0,876.0,733.0,20.0,0.0,0.286,4279.008,160.628,134.407,3.667,0.0,0.052,1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.85,5453600.0,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,,,,,AsiaSingapore
166154,GBR,Europe,United Kingdom,22-06-21,4656125.0,11484.0,10144.143,128094.0,27.0,13.0,68264.507,168.37,148.726,1878.015,0.396,0.191,1.41,250.0,3.665,1546.0,22.666,,,1606.0,23.546,194019403.0,880253.0,2844.563,12.906,991520.0,14.537,0.0102,97.7,tests performed,75188795.0,43448680.0,31740115.0,,550712.0,389619.0,110.24,63.7,46.53,,5712.0,203942.0,0.299,51.39,68207114.0,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,,,,,EuropeUnited Kingdom
85369,OWID_KOS,Europe,Kosovo,07-06-21,107099.0,41.0,13.857,2250.0,1.0,0.286,60096.571,23.006,7.776,1262.545,0.561,0.16,0.61,,,,,,,,,627803.0,,352.28,,2349.0,1.318,0.0059,169.5,tests performed,,,,,,2179.0,,,,,1223.0,2179.0,0.122,40.74,1782115.0,168.155,,,,9795.834,0.6,,,,,,,,,,,,,EuropeKosovo
165970,GBR,Europe,United Kingdom,20-12-20,2042678.0,36053.0,27335.286,67453.0,329.0,462.143,29948.166,528.581,400.769,988.944,4.824,6.776,1.32,1442.0,21.141,20005.0,293.298,,,14270.0,209.216,44694845.0,406107.0,655.281,5.954,358629.0,5.258,0.0762,13.1,tests performed,,,,,,,,,,,,,,76.85,68207114.0,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,73887.9,12.35,10.87,1083.287295,EuropeUnited Kingdom
176283,ZWE,Africa,Zimbabwe,26-02-21,36044.0,50.0,47.714,1463.0,5.0,4.714,2388.258,3.313,3.162,96.938,0.331,0.312,0.56,,,,,,,,,378944.0,2141.0,25.109,0.142,1868.0,0.124,0.0255,39.1,tests performed,12836.0,12836.0,,,1572.0,1767.0,0.09,0.09,,,117.0,1767.0,0.012,87.96,15092171.0,42.729,19.6,2.822,1.882,1899.775,21.4,307.846,1.82,1.6,30.7,36.791,1.7,61.49,0.571,,,,,AfricaZimbabwe
113402,NCL,Oceania,New Caledonia,28-12-20,38.0,0.0,0.143,,,,131.845,0.0,0.496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288217.0,15.342,33.4,9.954,6.489,,,,23.36,,,,,77.55,,,,,,OceaniaNew Caledonia
121691,OMN,Asia,Oman,22-05-21,208607.0,0.0,842.0,2239.0,0.0,13.0,39937.198,0.0,161.198,428.65,0.0,2.489,1.13,,,,,,,,,,,,,,,,,,,,,,,8746.0,,,,,1674.0,4256.0,0.081,76.85,5223376.0,14.98,30.7,2.355,1.53,37960.709,,266.342,12.61,0.5,15.6,97.4,1.6,77.86,0.813,,,,,AsiaOman
173879,OWID_WRL,,World,28-08-20,24788334.0,285370.0,256341.0,881236.0,5830.0,5752.143,3147.739,36.238,32.551,111.903,0.74,0.73,1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,,
20854,BIH,Europe,Bosnia and Herzegovina,02-08-20,12296.0,420.0,361.286,352.0,13.0,10.286,3767.781,128.698,110.706,107.861,3.984,3.152,1.12,,,,,,,,,,,,,1425.0,0.437,0.2535,3.9,tests performed,,,,,,,,,,,,,,59.26,3263459.0,68.496,42.5,16.569,10.711,11713.895,0.2,329.635,10.08,30.2,47.7,97.164,3.5,77.4,0.78,,,,,EuropeBosnia and Herzegovina
59763,GEO,Asia,Georgia,23-09-21,602065.0,1653.0,1762.571,8711.0,47.0,45.857,151281.241,415.35,442.882,2188.818,11.81,11.523,0.81,,,,,,,,,7148945.0,28553.0,1796.32,7.175,27375.0,6.879,0.0644,15.5,tests performed,1715073.0,963663.0,751410.0,,14178.0,14966.0,43.09,24.21,18.88,,3761.0,4081.0,0.103,47.22,3979773.0,65.032,38.7,14.864,10.244,9745.079,4.2,496.218,7.11,5.3,55.5,,2.6,73.77,0.812,,,,,AsiaGeorgia
158215,TLS,Asia,Timor,07-11-20,30.0,0.0,0.0,,,,22.324,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.93,1343875.0,87.176,18.0,3.556,1.897,6570.102,30.3,335.346,6.86,6.3,78.1,28.178,5.9,69.5,0.606,,,,,AsiaTimor
171497,VAT,Europe,Vatican,24-01-22,29.0,0.0,0.286,,,,35714.286,0.0,351.865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,812.0,,,,,,,,,,,,,75.12,,,,,,EuropeVatican
119643,MNP,Oceania,Northern Mariana Islands,13-11-21,,,,,,,,,,,,,,,,,,,,,,58414.0,29.0,1008.703,0.501,58.0,1.002,0.076,13.2,tests performed,,,,,,,,,,,,,,,57910.0,119.878,,,,,,194.994,,,,,,76.74,,,,,,OceaniaNorthern Mariana Islands
92184,LIE,Europe,Liechtenstein,14-07-21,3155.0,1.0,1.429,58.0,0.0,0.0,82475.035,26.141,37.344,1516.181,0.0,0.0,1.19,,,,,,,,,54230.0,197.0,1417.63,5.15,204.0,5.333,0.008,125.0,tests performed,37724.0,20440.0,17786.0,,294.0,380.0,98.61,53.43,46.49,,9934.0,39.0,0.102,44.44,38254.0,237.012,,,,,,,7.77,,,,2.397,82.49,0.919,,,,,EuropeLiechtenstein
9508,AUS,Oceania,Australia,10-09-20,26564.0,40.0,61.143,797.0,9.0,8.571,1030.083,1.551,2.371,30.906,0.349,0.332,0.58,18.0,0.698,162.0,6.282,,,,,6849431.0,60098.0,265.603,2.33,56206.0,2.18,0.0011,919.3,tests performed,,,,,,,,,,,,,,75.46,25788217.0,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,,3.84,83.44,0.944,,,,,OceaniaAustralia
108383,MAR,Africa,Morocco,05-09-20,70160.0,1555.0,1443.429,1329.0,37.0,35.857,1878.709,41.639,38.651,35.587,0.991,0.96,1.16,,,,,,,,,2046496.0,22570.0,54.8,0.604,22219.0,0.595,0.065,15.4,people tested,,,,,,,,,,,,,,70.37,37344787.0,80.08,29.6,6.769,4.209,7485.013,1.0,419.146,7.14,0.8,47.1,,1.1,76.68,0.686,,,,,AfricaMorocco
84122,KEN,Africa,Kenya,18-12-20,93761.0,356.0,397.571,1629.0,11.0,6.714,1705.189,6.474,7.23,29.626,0.2,0.122,0.68,,,,,,,,,,,,,4917.0,0.089,0.0809,12.4,tests performed,,,,,,,,,,,,,,57.41,54985702.0,87.324,20.0,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601,,,,,AfricaKenya
175602,ZMB,Africa,Zambia,03-05-21,91722.0,29.0,49.143,1253.0,0.0,0.714,4847.717,1.533,2.597,66.224,0.0,0.038,0.87,,,,,,,,,1412261.0,2410.0,74.641,0.127,4523.0,0.239,0.0109,92.0,tests performed,45740.0,45740.0,,,2593.0,4156.0,0.24,0.24,,,220.0,4156.0,0.022,39.81,18920657.0,22.995,17.7,2.48,1.542,3689.251,57.5,234.499,3.94,3.1,24.7,13.938,2.0,63.89,0.584,,,,,AfricaZambia
90832,LBR,Africa,Liberia,04-01-22,6404.0,126.0,25.143,287.0,0.0,0.0,1236.244,24.323,4.854,55.403,0.0,0.0,0.58,,,,,,,,,,,,,,,,,,,,,,,2522.0,,,,,487.0,10180.0,0.197,48.15,5180208.0,49.127,19.2,3.057,1.756,752.788,38.6,272.509,2.42,1.5,18.1,1.188,0.8,64.1,0.48,,,,,AfricaLiberia
167328,VIR,North America,United States Virgin Islands,13-06-20,,,,,,,,,,,,,,,,,,,,,,596.0,1.0,5.719,0.01,4.0,0.038,0.0,,tests performed,,,,,,,,,,,,,,36.11,104218.0,306.48,42.2,18.601,10.799,,,273.67,12.26,,,,,80.58,,,,,,North AmericaUnited States Virgin Islands
85569,OWID_KOS,Europe,Kosovo,24-12-21,161311.0,13.0,9.286,2989.0,0.0,0.143,90516.605,7.295,5.211,1677.221,0.0,0.08,1.51,,,,,,,,,1364340.0,4174.0,765.573,2.342,2026.0,1.137,0.0046,218.2,tests performed,1662553.0,883072.0,779481.0,,1529.0,1530.0,93.29,49.55,43.74,,859.0,1018.0,0.057,42.59,1782115.0,168.155,,,,9795.834,0.6,,,,,,,,,,,,,EuropeKosovo
92532,LTU,Europe,Lithuania,21-05-20,1592.0,12.0,11.571,46.0,0.0,1.0,591.852,4.461,4.302,17.101,0.0,0.372,0.91,,,,,,,,,245311.0,6461.0,91.198,2.402,6135.0,2.281,0.005,200.0,tests performed,,,,,,,,,,,,,,71.3,2689862.0,45.135,43.5,19.002,13.778,29524.265,0.7,342.989,3.67,21.3,38.0,,6.56,75.93,0.882,,,,,EuropeLithuania
59519,GEO,Asia,Georgia,22-01-21,251974.0,903.0,883.571,3022.0,24.0,18.429,63313.661,226.897,222.016,759.34,6.03,4.631,0.79,,,,,,,,,629530.0,14827.0,158.182,3.726,12081.0,3.036,0.0731,13.7,tests performed,,,,,,,,,,,,,,81.48,3979773.0,65.032,38.7,14.864,10.244,9745.079,4.2,496.218,7.11,5.3,55.5,,2.6,73.77,0.812,,,,,AsiaGeorgia
56806,FRA,Europe,France,02-12-21,7818309.0,48416.0,36686.857,119392.0,103.0,79.0,115960.799,718.104,544.138,1770.817,1.528,1.172,1.39,1934.0,28.685,10790.0,160.037,1252.0,18.57,5528.0,81.991,169238975.0,845617.0,2510.145,12.542,676447.0,10.033,0.063,15.9,people tested,107597164.0,52448932.0,47344260.0,8880326.0,621613.0,430070.0,159.59,77.79,70.22,13.17,6379.0,21620.0,0.032,66.67,67422000.0,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,,EuropeFrance
48897,ERI,Africa,Eritrea,16-08-21,6603.0,2.0,2.0,37.0,0.0,0.286,1833.422,0.555,0.555,10.274,0.0,0.079,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.04,3601462.0,44.304,19.3,3.607,2.171,1510.459,,311.11,6.05,0.2,11.4,,0.7,66.32,0.459,,,,,AfricaEritrea
175280,ZMB,Africa,Zambia,15-06-20,1382.0,24.0,26.0,11.0,0.0,0.143,73.042,1.268,1.374,0.581,0.0,0.008,0.93,,,,,,,,,,,,,1090.0,0.058,0.0239,41.9,tests performed,,,,,,,,,,,,,,39.81,18920657.0,22.995,17.7,2.48,1.542,3689.251,57.5,234.499,3.94,3.1,24.7,13.938,2.0,63.89,0.584,,,,,AfricaZambia
37388,CIV,Africa,Cote d'Ivoire,07-05-21,46344.0,29.0,44.0,291.0,0.0,0.714,1713.042,1.072,1.626,10.756,0.0,0.026,0.92,,,,,,,,,606980.0,,22.436,,1813.0,0.067,0.0243,41.2,tests performed,235747.0,235747.0,,,20737.0,12387.0,0.87,0.87,,,458.0,12387.0,0.046,25.93,27053629.0,76.399,18.7,2.933,1.582,3601.006,28.2,303.74,2.42,,,19.351,,57.78,0.538,,,,,AfricaCote d'Ivoire
72149,HUN,Europe,Hungary,18-12-20,295977.0,4428.0,3539.571,7725.0,187.0,157.571,30721.613,459.614,367.398,801.834,19.41,16.355,0.76,,,7335.0,761.353,,,,,2026508.0,32067.0,210.346,3.328,21272.0,2.208,0.1664,6.0,tests performed,,,,,,,,,,,,,,72.22,9634162.0,108.043,43.4,18.577,11.976,26777.561,0.5,278.296,7.55,26.8,34.8,,7.02,76.88,0.854,,,,,EuropeHungary
157681,THA,Asia,Thailand,06-06-21,177467.0,2671.0,3308.571,1236.0,23.0,32.0,2537.024,38.184,47.299,17.67,0.329,0.457,0.91,,,,,,,,,7062611.0,45812.0,100.965,0.655,57890.0,0.828,0.0572,17.5,tests performed,4218094.0,2855041.0,1363053.0,,27591.0,86887.0,6.03,4.08,1.95,,1242.0,50873.0,0.073,59.26,69950844.0,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,,AsiaThailand
40723,CYP,Europe,Cyprus,28-02-22,322516.0,2356.0,1942.714,856.0,2.0,4.429,359948.884,2629.45,2168.196,955.352,2.232,4.943,0.99,15.0,16.741,150.0,167.41,,,,,25697903.0,128114.0,28680.535,142.984,106487.0,118.846,0.0182,54.8,tests performed,,,,,,,,,,,,,,36.11,896005.0,127.657,37.3,13.416,8.563,32415.132,,141.171,9.24,19.6,52.7,,3.4,80.98,0.887,,,,,EuropeCyprus
159875,TON,Oceania,Tonga,13-01-22,1.0,0.0,0.0,,,,9.367,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,162.0,,,,,1517.0,9.0,0.008,47.22,106759.0,150.028,22.3,5.82,4.032,5425.621,,227.49,15.42,11.8,44.4,,2.6,70.91,0.725,,,,,OceaniaTonga
2666,DZA,Africa,Algeria,30-01-21,107122.0,235.0,250.429,2888.0,4.0,3.857,2400.944,5.267,5.613,64.729,0.09,0.086,1.0,33.0,0.74,,,,,,,,,,,,,,,,30.0,30.0,,,30.0,30.0,0.0,0.0,,,1.0,30.0,0.0,72.22,44616626.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,,,,,AfricaAlgeria
156009,TJK,Asia,Tajikistan,28-02-21,13714.0,0.0,0.0,91.0,0.0,0.0,1406.618,0.0,0.0,9.334,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.48,9749625.0,64.281,23.3,3.466,2.155,2896.913,4.8,427.698,7.11,,,72.704,4.8,71.1,0.668,,,,,AsiaTajikistan
104110,FSM,Oceania,Micronesia (country),30-06-21,1.0,0.0,0.0,,,,8.602,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116255.0,150.777,23.0,4.81,2.392,3299.464,16.0,454.343,12.02,,,,,67.88,0.62,,,,,OceaniaMicronesia (country)
152745,SWE,Europe,Sweden,11-07-20,72773.0,314.0,343.857,5526.0,0.0,15.143,7162.585,30.905,33.844,543.889,0.0,1.49,0.63,94.0,9.252,509.0,50.098,,,,,153737.0,11869.0,15.131,1.168,11858.0,1.167,0.029,34.5,tests performed,,,,,,,,,,,,,,59.26,10160159.0,24.718,41.0,19.985,13.433,46949.283,0.5,133.982,4.79,18.8,18.9,,2.22,82.8,0.945,,,,,EuropeSweden
73999,IND,Asia,India,29-09-21,33739980.0,23529.0,25222.714,448062.0,311.0,287.429,24213.981,16.886,18.101,321.558,0.223,0.206,0.83,,,,,,,,,567450185.0,1720154.0,407.239,1.234,1527986.0,1.097,0.0165,60.6,samples tested,879692465.0,645293313.0,234399152.0,,6447804.0,7484927.0,63.13,46.31,16.82,,5372.0,4233341.0,0.304,65.28,1393409033.0,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645,,,,,AsiaIndia
88713,LBN,Asia,Lebanon,28-02-20,2.0,0.0,0.143,,,,0.295,0.0,0.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,6769151.0,594.561,31.1,8.514,5.43,13367.565,,266.591,12.71,26.9,40.7,,2.9,78.93,0.744,,,,,AsiaLebanon
92408,LIE,Europe,Liechtenstein,23-02-22,11467.0,105.0,90.0,76.0,0.0,0.143,299759.502,2744.811,2352.695,1986.72,0.0,3.734,1.01,,,,,,,,,,,,,,,,,,70229.0,26708.0,26354.0,18166.0,0.0,37.0,183.59,69.82,68.89,47.49,967.0,1.0,0.003,47.22,38254.0,237.012,,,,,,,7.77,,,,2.397,82.49,0.919,,,,,EuropeLiechtenstein
94644,OWID_LMC,,Lower middle income,06-11-21,62696563.0,66246.0,68517.0,1116666.0,1906.0,1635.857,18824.108,19.89,20.572,335.269,0.572,0.491,,,,,,,,,,,,,,,,,,,2042034794.0,1318266298.0,716618855.0,3076470.0,11879747.0,11001242.0,61.31,39.58,21.52,0.09,3303.0,5014860.0,0.151,,3330652550.0,,,,,,,,,,,,,,,,,,,
147756,OWID_SAM,,South America,28-09-21,37724731.0,26335.0,25146.286,1153593.0,1035.0,750.714,86871.273,60.643,57.906,2656.456,2.383,1.729,,,,,,,,,,,,,,,,,,,442428520.0,269289621.0,177543094.0,5040127.0,3063839.0,2605998.0,101.88,62.01,40.88,1.16,6001.0,969607.0,0.223,,434260137.0,,,,,,,,,,,,,,,,,,,
145906,SOM,Africa,Somalia,15-12-20,4579.0,0.0,0.0,121.0,0.0,0.0,279.899,0.0,0.0,7.396,0.0,0.0,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.96,16359500.0,23.5,16.8,2.731,1.496,,,365.769,6.05,,,9.831,0.9,57.4,,,,,,AfricaSomalia
10975,AZE,Asia,Azerbaijan,02-07-20,18684.0,572.0,547.429,228.0,8.0,6.857,1827.582,55.95,53.547,22.302,0.783,0.671,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.3,10223344.0,119.309,32.4,6.018,3.871,15847.419,,559.812,7.11,0.3,42.5,83.241,4.7,73.0,0.756,,,,,AsiaAzerbaijan
33203,CHN,Asia,China,29-12-20,93619.0,25.0,33.857,4634.0,0.0,0.0,64.823,0.017,0.023,3.209,0.0,0.0,0.95,,,,,,,,,,,,,,,,,,,,,,,187500.0,,,,,130.0,,,78.24,1444216102.0,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,,,,,AsiaChina
39453,CUW,North America,Curacao,05-10-20,462.0,10.0,14.0,1.0,0.0,0.0,2803.466,60.681,84.954,6.068,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164796.0,362.644,41.7,16.367,10.068,,,,11.62,,,,,78.88,,,,,,North AmericaCuracao
65073,GUM,Oceania,Guam,24-08-21,,,,,,,,,,,,,,,,,,,,,,143750.0,378.0,844.674,2.221,306.0,1.798,0.262,3.8,tests performed,,,,,,,,,,,,,,43.52,170184.0,304.128,31.4,9.551,5.493,,,310.496,21.52,,,,,80.07,,,,,,OceaniaGuam
23531,VGB,North America,British Virgin Islands,07-10-21,2725.0,0.0,11.857,37.0,0.0,0.0,89570.391,0.0,389.743,1216.185,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,29.0,,,,,953.0,7.0,0.023,,30423.0,207.973,,,,,,,13.67,,,,,79.07,,,,,,North AmericaBritish Virgin Islands
162393,TKM,Asia,Turkmenistan,10-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41369.0,,,,,6762.0,23860.0,0.39,62.5,6117933.0,12.253,26.9,4.277,2.541,16389.023,,536.783,7.11,,,100.0,7.4,68.19,0.715,,,,,AsiaTurkmenistan
80480,JAM,North America,Jamaica,22-06-20,665.0,6.0,6.286,10.0,0.0,0.0,223.645,2.018,2.114,3.363,0.0,0.0,1.22,,,,,,,,,21217.0,843.0,7.135,0.284,625.0,0.21,0.0101,99.4,samples tested,,,,,,,,,,,,,,64.81,2973462.0,266.879,31.4,9.684,6.39,8193.571,,206.537,11.28,5.3,28.6,66.425,1.7,74.47,0.734,,,,,North AmericaJamaica
118178,MKD,Europe,North Macedonia,23-09-20,17049.0,182.0,137.286,710.0,5.0,6.0,8186.162,87.388,65.918,340.91,2.401,2.881,1.09,,,,,,,,,179189.0,1630.0,86.038,0.783,1411.0,0.677,0.0973,10.3,tests performed,,,,,,,,,,,,,,,2082661.0,82.6,39.1,13.26,8.16,13111.214,5.0,322.688,10.08,,,,4.28,75.8,0.774,,,,,EuropeNorth Macedonia
89221,LBN,Asia,Lebanon,20-07-21,551789.0,632.0,476.286,7887.0,1.0,1.143,81515.245,93.365,70.361,1165.139,0.148,0.169,1.38,,,,,,,,,,,,,,,,,,1728455.0,1059942.0,668513.0,,2298.0,13421.0,25.53,15.66,9.88,,1983.0,3424.0,0.051,65.74,6769151.0,594.561,31.1,8.514,5.43,13367.565,,266.591,12.71,26.9,40.7,,2.9,78.93,0.744,,,,,AsiaLebanon
135872,VCT,North America,Saint Vincent and the Grenadines,29-03-20,1.0,0.0,0.0,,,,8.987,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111269.0,281.787,31.8,7.724,4.832,10727.146,,252.675,11.62,,,,2.6,72.53,0.738,,,,,North AmericaSaint Vincent and the Grenadines
42832,DNK,Europe,Denmark,05-08-21,321154.0,932.0,881.571,2552.0,2.0,0.571,55244.678,160.322,151.647,438.993,0.344,0.098,1.05,9.0,1.548,62.0,10.665,,,109.0,18.75,39039255.0,69807.0,6715.504,12.008,60796.0,10.458,0.0145,69.0,tests performed,7539548.0,4233481.0,3352112.0,386.0,51379.0,46382.0,129.69,72.82,57.66,0.01,7979.0,11779.0,0.203,38.89,5813302.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,,,,,EuropeDenmark
68606,GUY,South America,Guyana,16-11-21,36916.0,44.0,94.143,961.0,2.0,2.286,46709.661,55.673,119.119,1215.949,2.531,2.892,0.95,,,,,,,,,,,,,955.0,1.208,0.0986,10.1,tests performed,655967.0,392512.0,263455.0,,2635.0,2075.0,83.0,49.66,33.33,,2625.0,715.0,0.09,65.74,790329.0,3.952,26.3,5.305,2.837,7435.047,,373.159,11.62,,,77.159,1.6,69.91,0.682,,,,,South AmericaGuyana
80934,JAM,North America,Jamaica,19-09-21,79673.0,546.0,545.143,1791.0,14.0,8.571,26794.693,183.624,183.336,602.328,4.708,2.883,0.86,,,,,,,,,586326.0,1921.0,197.186,0.646,1827.0,0.614,0.2984,3.4,samples tested,,,,,,10235.0,,,,,3442.0,4357.0,0.147,83.33,2973462.0,266.879,31.4,9.684,6.39,8193.571,,206.537,11.28,5.3,28.6,66.425,1.7,74.47,0.734,,,,,North AmericaJamaica
75205,OWID_INT,,International,16-10-20,721.0,0.0,0.0,15.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74118,IND,Asia,India,26-01-22,40371500.0,286384.0,307532.429,491700.0,573.0,572.429,28973.187,205.528,220.705,352.876,0.411,0.411,0.99,,,,,,,,,720572178.0,1769745.0,517.129,1.27,1878647.0,1.348,0.1637,6.1,samples tested,1636183520.0,934468791.0,692645423.0,9069306.0,5871190.0,6247433.0,117.42,67.06,49.71,0.65,4484.0,2201312.0,0.158,83.8,1393409033.0,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645,,,,,AsiaIndia
76558,IRQ,Asia,Iraq,03-04-20,820.0,48.0,51.714,54.0,0.0,2.0,19.913,1.166,1.256,1.311,0.0,0.049,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.3,41179351.0,88.125,20.0,3.186,1.957,15663.986,2.5,218.612,8.83,,,94.576,1.4,70.6,0.674,,,,,AsiaIraq
1215,OWID_AFR,,Africa,01-05-21,4565640.0,7975.0,9804.286,122066.0,284.0,318.0,3324.124,5.806,7.138,88.873,0.207,0.232,,,,,,,,,,,,,,,,,,,18680562.0,14102882.0,4896350.0,,284854.0,266432.0,1.36,1.03,0.36,,194.0,224355.0,0.016,,1373486472.0,,,,,,,,,,,,,,,,,,,
2450,DZA,Africa,Algeria,28-06-20,13273.0,305.0,214.571,897.0,5.0,7.429,297.49,6.836,4.809,20.105,0.112,0.166,1.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.74,44616626.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,,,,,AfricaAlgeria
26462,BDI,Africa,Burundi,20-07-21,5942.0,48.0,33.714,8.0,0.0,0.0,484.846,3.917,2.751,0.653,0.0,0.0,1.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.74,12255429.0,423.062,17.5,2.562,1.504,702.225,71.7,293.068,6.05,,,6.144,0.8,61.58,0.433,,,,,AfricaBurundi
43998,DMA,North America,Dominica,11-09-20,24.0,0.0,0.571,,,,332.539,0.0,7.918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.7,72172.0,98.567,,,,9673.367,,227.376,11.62,,,,3.8,75.0,0.742,,,,,North AmericaDominica
23072,VGB,North America,British Virgin Islands,05-07-20,8.0,0.0,0.0,1.0,0.0,0.0,262.959,0.0,0.0,32.87,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30423.0,207.973,,,,,,,13.67,,,,,79.07,,,,,,North AmericaBritish Virgin Islands
78285,IMN,Europe,Isle of Man,02-11-20,355.0,2.0,0.571,24.0,0.0,0.0,4156.422,23.416,6.69,280.998,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85410.0,147.872,,,,,,,,,,,,81.4,,,,,,EuropeIsle of Man
169272,URY,South America,Uruguay,08-07-21,375298.0,633.0,671.143,5772.0,14.0,21.857,107684.83,181.628,192.572,1656.169,4.017,6.272,0.54,,,,,,,,,2877280.0,10027.0,825.582,2.877,9469.0,2.717,0.0709,14.1,people tested,4263746.0,2352604.0,1911142.0,641.0,29874.0,36407.0,122.34,67.5,54.84,0.02,10446.0,8838.0,0.254,61.11,3485152.0,19.751,35.6,14.655,10.361,20551.409,0.1,160.708,6.93,14.0,19.9,,2.8,77.91,0.817,,,,,South AmericaUruguay
69777,OWID_HIC,,High income,31-10-20,18690815.0,288851.0,301138.857,486560.0,2966.0,2758.857,15384.27,237.751,247.865,400.484,2.441,2.271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1214930230.0,,,,,,,,,,,,,,,,,,,
